,acc,bs,ent_corr,ent_incorr,entropy,eps,type
0,0.931,8,"[ 0.00666749  0.01447691  0.0045589  ...,  0.00075762  0.00355074
  0.30163413]","[  3.50659490e-01   9.08125997e-01   5.80570936e-01   6.32383704e-01
   6.68375552e-01   5.18363118e-01   3.49521220e-01   6.98941231e-01
   7.95314431e-01   8.12284470e-01   5.64408600e-01   7.91978240e-01
   4.88226920e-01   7.80812085e-01   6.37198806e-01   1.50573373e-01
   6.91300035e-01   1.05136745e-01   2.10809987e-02   7.21244216e-01
   1.27553725e+00   3.98357511e-01   7.57064819e-01   6.31537437e-01
   6.17671967e-01   6.80721045e-01   6.01511240e-01   7.42329240e-01
   6.99453115e-01   7.33934045e-01   1.13395047e+00   7.92781711e-01
   1.76987395e-01   6.61124647e-01   5.67853689e-01   9.08837557e-01
   9.65751410e-01   6.90813065e-01   1.08705556e+00   1.64192408e-01
   1.56210542e+00   3.29392403e-01   1.25242972e+00   2.19778612e-01
   5.33858061e-01   5.34223020e-01   3.27388912e-01   3.00944179e-01
   7.90296197e-01   8.90038133e-01   1.26511574e+00   1.62964702e-01
   1.19624126e+00   6.73543930e-01   4.71309811e-01   1.13598752e+00
   5.02472758e-01   1.40386724e+00   6.60960615e-01   5.61829209e-01
   1.01535606e+00   1.17074728e+00   4.73734945e-01   1.15456581e+00
   7.00759530e-01   4.20673996e-01   8.93860698e-01   1.19408250e+00
   6.41271055e-01   1.20620167e+00   4.59943771e-01   3.98779303e-01
   6.57387733e-01   8.20275307e-01   5.78169882e-01   7.12399900e-01
   6.07294500e-01   6.34675503e-01   3.50121647e-01   1.03136492e+00
   1.22779024e+00   6.14534616e-01   6.21588230e-01   1.07699728e+00
   6.94877148e-01   6.75396383e-01   6.12338483e-02   1.02984548e+00
   1.80249840e-01   2.41422537e-03   1.21814060e+00   9.85803425e-01
   4.17598188e-01   1.03920269e+00   7.18271196e-01   6.84266448e-01
   1.44141778e-01   8.54646683e-01   3.36778104e-01   7.74401248e-01
   4.33485433e-02   3.85834068e-01   2.75823534e-01   5.16597703e-02
   6.86529756e-01   1.20145655e+00   1.05090961e-01   4.94892806e-01
   7.87650287e-01   8.49734545e-02   2.94337928e-01   5.35619020e-01
   6.98029757e-01   8.21674347e-01   6.64122760e-01   7.35305429e-01
   6.00009084e-01   6.58518553e-01   2.66431153e-01   3.26359987e-01
   2.02838883e-01   9.92689788e-01   2.56567717e-01   7.02096343e-01
   2.47404814e-01   6.40076637e-01   1.09254277e+00   1.06963980e+00
   1.04367864e+00   5.63431799e-01   8.94491315e-01   3.24466169e-01
   4.91702169e-01   9.58488882e-01   9.59139109e-01   6.73417747e-01
   4.22455072e-01   7.77143955e-01   3.56532109e-04   5.35701752e-01
   2.38940060e-01   1.05997527e+00   4.97367531e-01   6.99747503e-01
   1.06990671e+00   1.06694424e+00   9.34798479e-01   8.09900522e-01
   9.33224201e-01   7.61178374e-01   1.25213873e+00   6.68951035e-01
   3.00763816e-01   7.93303370e-01   8.66119385e-01   3.55098009e-01
   2.35146746e-01   9.84149754e-01   7.00901210e-01   6.98209763e-01
   6.75514996e-01   9.78811026e-01   8.10083628e-01   1.03255510e+00
   7.23009765e-01   1.00040853e+00   1.07585120e+00   6.13053560e-01
   1.34292018e+00   6.05417848e-01   6.46352172e-01   9.49820459e-01
   8.55680108e-01   8.23098063e-01   1.33139098e+00   1.18708682e+00
   1.01494837e+00   5.58853328e-01   1.02697372e+00   4.82505232e-01
   6.12270892e-01   9.89626646e-01   6.17160797e-01   9.09652710e-01
   7.09365785e-01   6.74733222e-01   4.66325343e-01   4.88860458e-01
   4.01927948e-01   7.38385379e-01   6.32590711e-01   5.18621445e-01
   1.15968275e+00   7.50511706e-01   1.16067934e+00   8.48018885e-01
   8.10166001e-01   1.92152858e-01   5.83653569e-01   1.03881145e+00
   9.48067844e-01   6.12878621e-01   4.88051414e-01   9.86760914e-01
   7.61495531e-01   1.07319522e+00   6.17782831e-01   6.70782030e-01
   7.14386523e-01   6.91317797e-01   1.06452715e+00   9.23920989e-01
   6.72634721e-01   8.27588201e-01   5.15061498e-01   1.03856653e-01
   7.02383220e-01   5.10910630e-01   2.55938202e-01   1.01243901e+00
   2.06970125e-01   7.33770370e-01   7.73273885e-01   7.77413607e-01
   1.10314918e+00   6.06441140e-01   9.49802935e-01   7.62090623e-01
   5.84170699e-01   8.86175156e-01   1.07818556e+00   7.16698050e-01
   4.91308749e-01   1.93057224e-01   4.66893196e-01   3.80697042e-01
   1.06451797e+00   2.51337513e-02   9.60077643e-01   3.08439761e-01
   1.09298921e+00   6.65007949e-01   9.24470961e-01   7.52817392e-01
   5.97044170e-01   9.19825077e-01   8.56279373e-01   2.65022963e-01
   4.80852365e-01   4.10621285e-01   1.44146025e+00   1.03520107e+00
   6.60649121e-01   8.64150524e-01   8.68689358e-01   7.04343081e-01
   1.04759419e+00   6.88096225e-01   1.07367587e+00   7.51888156e-01
   9.57421958e-01   4.84677523e-01   5.36077678e-01   2.15936273e-01
   5.23895264e-01   1.02468884e+00   8.77772927e-01   4.54038620e-01
   8.17240417e-01   4.55728412e-01   5.46259582e-02   8.48282576e-01
   8.42147470e-01   8.99236798e-01   7.76551664e-01   5.03004968e-01
   6.80371344e-01   2.20206473e-02   6.71748519e-01   9.93608713e-01
   1.05590057e+00   7.16007710e-01   2.12950289e-01   1.05987811e+00
   3.00727278e-01   8.15323353e-01   1.17705739e+00   7.18247831e-01
   4.80327487e-01   1.30253625e+00   1.22273660e+00   5.84776223e-01
   6.42678797e-01   3.24127376e-01   9.77884769e-01   6.60786331e-01
   6.76222444e-01   1.16500449e+00   1.29763532e+00   1.02791882e+00
   6.73865080e-01   8.35468054e-01   5.30336380e-01   7.54311025e-01
   8.69797587e-01   6.05981112e-01   1.02168787e+00   9.84494030e-01
   6.72552943e-01   6.91371500e-01   1.04788780e+00   5.57376146e-01
   8.90883982e-01   6.63968801e-01   2.08547324e-01   3.02813023e-01
   7.47710168e-01   8.61531019e-01   7.37393141e-01   1.10042846e+00
   6.71274543e-01   9.47150886e-01   2.47092709e-01   5.30098498e-01
   6.97173476e-01   2.67361552e-01   6.66587710e-01   2.87213139e-02
   6.78059042e-01   6.94874227e-01   8.41211796e-01   3.69968235e-01
   2.04518080e-01   8.60133708e-01   1.34116423e+00   7.02518106e-01
   1.19867790e-02   8.73655081e-01   6.89744473e-01   6.78663909e-01
   6.10672832e-01   8.29368681e-02   6.95695877e-01   7.23487973e-01
   1.23802491e-01]","[ 0.00666749  0.01447691  0.0045589  ...,  0.00075762  0.00355074
  0.30163413]",0.0,Ensemble
1,0.0664,8,"[  8.72070432e-01   1.25224328e+00   1.49605489e+00   8.10748994e-01
   1.06177855e+00   1.39883375e+00   8.96226823e-01   8.89976621e-01
   7.52098739e-01   8.65396202e-01   1.01996207e+00   1.33574986e+00
   6.77875221e-01   7.15016782e-01   2.87306458e-01   7.97121227e-01
   7.23677337e-01   1.03066301e+00   1.12090683e+00   6.46871805e-01
   1.03532839e+00   1.01212478e+00   8.11380863e-01   9.26203489e-01
   6.53208077e-01   1.04299259e+00   1.22960675e+00   1.02759457e+00
   7.80043304e-01   9.19392765e-01   1.43294942e+00   1.05698752e+00
   9.41050887e-01   4.38195050e-01   1.37015021e+00   8.74589264e-01
   2.71033645e-01   9.25456703e-01   8.09746271e-04   7.83800542e-01
   1.11049235e+00   5.93917668e-01   1.05483234e+00   7.94566154e-01
   8.17621112e-01   8.78736377e-01   5.79889536e-01   9.53018904e-01
   7.18621254e-01   8.43248069e-01   1.13484335e+00   5.20024121e-01
   2.83626318e-01   5.91622710e-01   2.54058897e-01   9.15030897e-01
   5.55462241e-01   1.03357053e+00   1.09609401e+00   1.26937020e+00
   1.23774719e+00   9.09650505e-01   1.00821471e+00   5.07902503e-01
   1.42632604e+00   5.28773904e-01   9.37155724e-01   8.81259918e-01
   7.83020079e-01   8.33230495e-01   1.07594824e+00   1.02457798e+00
   6.41506016e-01   9.09268081e-01   5.32077193e-01   5.10853648e-01
   9.51629400e-01   8.82782221e-01   1.31070673e+00   7.67554224e-01
   7.01903939e-01   4.43751961e-02   6.41617775e-01   1.09996319e+00
   2.48386674e-02   2.80850381e-02   3.98101717e-01   9.15758133e-01
   1.31847993e-01   2.35368401e-01   1.02744794e+00   1.39884710e+00
   9.56655562e-01   9.17095318e-02   1.00379741e+00   9.02830720e-01
   8.18645000e-01   2.01931223e-02   8.69106472e-01   1.06449997e+00
   8.81301939e-01   1.23182893e+00   5.56512058e-01   1.08331478e+00
   5.23858547e-01   1.32218027e+00   2.68947095e-01   7.37625837e-01
   8.03931952e-01   9.20096993e-01   6.07092440e-01   3.13019454e-01
   6.27529383e-01   2.59827077e-01   1.65390730e-01   4.48280692e-01
   7.29427874e-01   1.07281470e+00   7.33955801e-01   7.79177427e-01
   4.31894958e-01   6.43590331e-01   5.92782021e-01   1.37803316e-01
   7.02918231e-01   1.04625869e+00   9.55008745e-01   7.91322649e-01
   1.21179473e+00   9.01373327e-01   5.62795937e-01   7.39440441e-01
   9.42020237e-01   6.18069828e-01   9.82866824e-01   9.96758401e-01
   5.21993712e-02   7.45925903e-01   8.65680993e-01   6.67873204e-01
   3.58021945e-01   8.20486784e-01   1.25775576e+00   8.76733363e-01
   2.99340576e-01   9.67826009e-01   1.01752710e+00   9.05946434e-01
   9.01947450e-03   9.41024423e-01   7.25925446e-01   5.01547456e-01
   4.65337396e-01   7.69625425e-01   1.11279023e+00   5.98675847e-01
   1.26707137e+00   3.93951386e-01   7.73432195e-01   6.85395122e-01
   7.76381791e-01   7.03684092e-01   1.20863926e+00   9.28729177e-01
   1.07009363e+00   1.06861722e+00   7.48920858e-01   8.60010803e-01
   7.58276820e-01   5.79574049e-01   6.41079843e-01   1.68450977e-04
   7.06947505e-01   4.93443400e-01   9.87013638e-01   2.81393707e-01
   2.08622456e-01   5.49397230e-01   1.05734849e+00   2.53929168e-01
   6.98039308e-04   6.39077008e-01   8.40359926e-01   5.76238394e-01
   3.30907963e-02   6.92807734e-01   1.46645808e+00   9.36799705e-01
   1.10565376e+00   1.36645579e+00   1.06349087e+00   7.65305579e-01
   6.36662722e-01   1.09579837e+00   1.08935964e+00   3.80847037e-01
   1.10602748e+00   1.38124013e+00   9.12759840e-01   7.33875811e-01
   6.94927335e-01   9.60861206e-01   5.95596552e-01   2.21696068e-02
   8.01971793e-01   5.89082181e-01   3.57023180e-01   2.48397291e-01
   8.26494932e-01   7.04477072e-01   7.39645243e-01   5.10073960e-01
   1.06536679e-03   1.10433412e+00   1.03595662e+00   2.98428833e-01
   1.14377964e+00   3.91347021e-01   6.43200040e-01   6.94671154e-01
   3.95221710e-01   1.00459230e+00   9.72927451e-01   1.70357693e-02
   3.52864414e-01   1.27452207e+00   6.67484641e-01   4.83844101e-01
   8.60707521e-01   1.05346465e+00   6.32518470e-01   1.27177012e+00
   7.61097968e-01   1.01404178e+00   1.08144975e+00   1.09270775e+00
   1.01297212e+00   6.85059607e-01   5.29579937e-01   7.97603548e-01
   9.24478710e-01   8.89395475e-01   4.91722167e-01   1.31112719e+00
   5.63857496e-01   1.08294785e+00   1.20195103e+00   1.88967481e-01
   6.90379739e-01   1.24593556e+00   8.61359954e-01   7.44113803e-01
   5.43792009e-01   6.09867156e-01   6.27969563e-01   7.02345729e-01
   7.24145949e-01   7.27978051e-01   1.33674753e+00   9.53480005e-01
   4.99510437e-01   6.26259923e-01   4.30726647e-01   4.36740518e-02
   5.64271808e-01   6.57278001e-01   1.05773199e+00   4.35525000e-01
   4.08249557e-01   7.59390891e-01   1.26705337e+00   9.89798486e-01
   1.13767707e+00   2.92973459e-01   7.33434141e-01   6.34059608e-01
   5.41255593e-01   9.26865876e-01   7.20457196e-01   6.26220405e-01
   7.31829047e-01   2.62098074e-01   8.70256452e-04   7.83085227e-01
   1.06869113e+00   8.51205349e-01   1.25518203e+00   6.07316494e-01
   9.96742606e-01   1.27234030e+00   8.87269378e-01   1.21052551e+00
   6.15016699e-01   1.09662092e+00   5.51623285e-01   7.01885223e-01
   9.49361801e-01   6.43870890e-01   3.90547007e-01   7.53748655e-01
   7.12635875e-01   4.10070032e-01   9.74972606e-01   6.43426597e-01
   1.08140278e+00   1.20985222e+00   7.95310795e-01   6.61231041e-01
   8.80073667e-01   6.48423314e-01   7.17491508e-01   4.73577008e-02
   7.72433775e-03   1.05959821e+00   6.62900805e-01   5.87154746e-01
   5.28051078e-01   3.29668790e-01   9.07594085e-01   1.31840014e+00
   6.36405945e-01   2.61352658e-01   1.00003719e+00   1.20630789e+00
   2.01805055e-01   7.89199829e-01   9.20589864e-01   1.19485831e+00
   1.04833531e+00   7.31223643e-01   7.77975023e-01   8.13058972e-01]","[ 1.03238428  0.76419085  0.08415573 ...,  0.35692686  0.67084396
  0.19679631]","[ 1.03238428  0.76419085  0.08415573 ...,  0.35692686  0.67084396
  0.19679631]",0.05,Ensemble
2,0.0782,8,"[ 0.84128773  1.16825664  0.90343249  0.96916115  0.59086847  0.94465828
  0.87214112  1.04153383  1.23935938  0.85764813  0.5556438   0.66381919
  0.90433776  1.03174543  0.72203344  0.76825726  0.50009835  1.57647049
  0.96456754  1.02173018  1.25769365  0.93093544  1.09836423  0.97738409
  0.50834703  1.42265272  1.00556946  0.63792086  0.93490553  1.09528768
  1.10425687  0.82859629  0.79915881  1.12610734  0.1694296   1.33985984
  1.10652232  0.74222565  0.73699874  1.06424868  1.15976286  1.37769711
  0.45667422  1.0937916   0.83748853  0.96660781  0.21581128  0.70840526
  0.87387514  0.45393649  1.07204032  0.51353765  0.94931036  0.96053153
  1.11601126  1.30412757  1.02921653  0.7777347   0.68656415  0.93235117
  0.65185541  0.78563416  0.58463103  0.59113765  0.68102586  1.30846894
  0.90330851  1.02574241  0.94331694  0.99583     0.41460183  1.02115548
  0.440772    0.79801494  0.78981757  1.40626264  0.54936892  0.8063606
  0.68476766  0.49413618  1.41016388  0.49236515  0.97528785  0.9121148
  0.76350594  0.91302419  0.50346375  0.88106531  1.41766274  1.10076892
  0.91253579  0.94528568  0.86870843  1.0784409   1.30752695  0.9092651
  0.94122148  0.5635348   0.59756142  1.01497662  1.36321449  0.85128188
  0.98009503  0.99060029  0.64507353  0.96332002  0.6014666   1.06717384
  0.16122048  1.08176029  0.99765289  1.02544737  0.98926055  1.10619032
  1.01914144  0.20337598  0.771249    0.75305176  1.02554238  0.72260928
  0.96147716  1.03855252  0.40400106  0.59364128  1.09418559  0.79918718
  1.04451859  0.76998854  1.02654874  0.06990715  1.30501986  0.75777799
  1.03654301  0.88244033  0.14526972  0.95068955  1.08603418  0.56028932
  0.73634124  0.71365625  0.97396761  0.81331682  0.87125015  0.7786653
  1.20967293  1.22499526  0.77176583  0.90205914  1.18924189  1.13622451
  0.98763782  0.53535509  0.20956244  1.04526043  0.79389542  0.68549097
  0.68926209  0.80612022  0.57821971  0.79998803  0.9613741   1.10324502
  1.19795609  0.80837148  1.53599703  1.01110482  1.07511353  1.32039416
  1.11108375  0.7248553   1.03143239  0.90211284  1.28244662  0.26141721
  1.08264673  0.40523389  1.1383121   0.88355261  0.50098866  0.48180574
  0.72017515  0.95117861  0.51072609  0.96322072  0.92780274  0.69125324
  1.02075565  0.79739988  1.2181102   0.70401245  1.01304734  0.28296024
  1.31331253  0.39561862  0.78815842  0.67528439  0.96457732  0.01710955
  1.01566231  0.75433171  1.5037334   1.01742542  0.46156037  1.27657402
  0.77480048  0.71231228  0.63228154  1.42515147  0.24377526  0.85263216
  0.85807866  0.91962075  0.7474643   0.68308818  0.51350462  0.98355025
  0.47004712  0.88269407  0.70339221  0.77523744  0.56630725  0.76428998
  1.01673198  0.56147003  0.86869407  1.17074382  1.16419041  0.75893444
  1.31110477  1.08574593  1.19943833  0.85656989  0.92894948  1.0754993
  0.02190935  0.84895968  0.94704247  0.19338889  0.68160838  1.14743114
  0.99799943  1.32543933  0.7635957   0.77028167  1.13596261  0.74610955
  0.76566958  1.27845454  0.72420579  0.95764005  0.73431998  0.92966294
  0.85189402  0.64780408  0.49078888  0.97341758  0.83581096  0.97927785
  0.51499635  0.89781433  1.1005491   0.92499894  0.91750199  1.03065526
  0.77134883  1.14953089  1.16983724  0.88938487  1.33774686  1.39124441
  1.2497344   0.39701355  1.10285306  0.69454056  1.23976517  0.75093687
  1.12369835  1.02084577  0.37177056  0.65132213  0.57557714  0.63029766
  1.06053519  1.1986146   1.14012289  1.45537257  1.23148823  1.06357169
  0.58108413  0.89525926  0.71373409  1.03797591  0.62953758  1.13988328
  0.84217787  1.13026786  0.82819825  0.51286709  0.67098677  0.93166894
  0.85086364  0.71601367  0.79980469  1.05105841  0.99239188  0.72109789
  0.91322279  0.85044098  1.17842174  0.78611267  0.9553414   0.11122341
  0.7793439   1.11670923  0.88524073  0.97552389  0.02331637  0.78312331
  0.86841494  1.09945428  0.85908157  0.66963017  0.69070482  0.73225206
  0.8489269   0.76682848  0.63738066  1.25314331  1.08749306  1.23282266
  1.01348555  1.0977931   0.79146069  1.25260055  0.94392586  1.47363102
  0.8672139   0.55277818  0.36213163  0.54637027  0.97395074  0.8397032
  0.85193282  1.25903857  0.96161723  0.83450258  0.7376017   0.91880441
  0.90023994  1.11268353  1.17770481  1.0754627   0.79779822  0.97026056
  0.88137996  0.64577854  0.64372814  0.43681046  0.73525113  1.21451867
  1.21773338  0.68669665  0.26529542  0.83924472  1.28516996  0.52731895
  0.1880936   0.75543404  0.8716982   0.25429511  0.66688621  0.87615222
  0.57901406  0.89960599  1.24917161  0.72746307  0.95853615  1.10177314
  0.62422168  1.14581513  0.82774341  1.23195529  0.96514809  1.22058272
  0.95905906  0.76687205  1.17843068  0.1082487   1.1376636   1.14172196
  1.39749229]","[ 1.20094669  0.37360939  0.67597067 ...,  0.94313735  0.0048333
  0.58029276]","[ 1.20094669  0.37360939  0.67597067 ...,  0.94313735  0.0048333
  0.58029276]",0.1,Ensemble
3,0.1214,8,"[ 0.97297198  0.95510703  0.26829863  0.30033585  0.76735675  0.93083531
  0.6718204   1.53911197  0.63892448  1.22798908  1.31436276  0.36041898
  0.99663186  0.89812732  1.03913677  0.53812194  1.142434    0.42277762
  1.31136775  0.96432221  0.27595463  0.46105713  0.67652589  0.26539022
  1.00114489  0.97067702  0.49947748  0.49683082  0.88213849  1.07365346
  0.5344252   0.45251441  0.79984534  1.18540299  0.63068402  0.68602544
  0.49617299  1.12004471  0.56797814  1.35891163  0.79510766  0.68085086
  1.36748719  1.38236797  0.83871889  0.43139017  0.92598033  0.80101144
  0.71320713  0.64284158  0.80898792  1.42386079  0.83849931  1.34706783
  1.12148094  0.968705    0.7874583   1.15857744  1.46879399  0.91566771
  0.44888586  0.36871019  0.881975    1.31161761  1.05864501  0.68748331
  0.72188717  0.87240684  1.00712085  1.11136734  0.77321064  0.85552275
  0.96429038  0.97347796  0.62173033  0.82066655  0.45340303  0.93692052
  0.71057177  1.09083939  1.02214956  0.21142478  1.00675845  0.59153044
  1.26744437  0.55234182  0.73375511  1.21389163  0.81363404  0.47513089
  0.21743843  1.07777703  0.57359755  0.08015726  0.8815605   0.494672
  0.99495244  0.842471    1.32785463  0.77342105  0.83539605  0.8799417
  1.05264413  1.23413014  1.19080758  1.08563364  0.48619974  1.28617656
  0.32243031  0.721852    1.06584072  0.9847815   1.09245157  1.38336718
  0.77290905  0.94470131  1.00669932  0.51837134  0.90495837  0.91554552
  0.85110843  0.72451198  0.66453958  1.06429935  0.75357771  1.00535893
  1.13121426  0.82737535  1.38393366  1.13279259  1.13306391  0.18741982
  0.95740497  1.28381085  0.70248258  0.8522504   0.77048373  0.9442718
  1.09114814  1.11539376  1.09255373  1.41263676  0.73593426  1.28482962
  0.7166537   1.29211771  1.20283461  0.88836479  0.96627492  0.67843813
  1.08070493  0.79383039  0.82145751  1.06476688  1.0786165   1.10009515
  0.18801981  0.7951299   0.5290094   0.59675908  0.68960446  1.3407563
  0.86754847  0.59898305  0.70126498  0.6563642   0.77933222  0.45063406
  1.24588096  0.97681367  1.17022645  0.83937347  0.71944427  0.84356189
  0.45297065  0.53055805  0.50365305  0.84098113  0.94671208  1.11231232
  0.12292381  0.42530259  0.57272792  0.85786194  0.79993975  0.70556962
  0.73167104  0.57156461  1.24430048  0.94733584  0.75582492  0.81943393
  0.81122172  1.06569767  0.2382255   1.35943985  0.62194544  0.65133548
  0.98727053  0.97247672  1.36737573  0.97316295  1.02358472  1.00871706
  0.47349495  0.44205359  0.72270381  0.73781228  0.68478251  1.09244299
  0.82854515  0.26052606  0.92215824  1.04035759  0.3446095   0.32500735
  0.85519493  0.92825818  1.45457137  1.04160285  0.94625998  0.49711403
  1.2072705   0.72113144  1.18302667  0.8726728   1.05226874  0.99174523
  0.78783453  1.08458114  0.94636595  0.66027242  0.71367675  1.19896972
  0.80865663  0.91483617  0.11992159  0.5833447   0.26149786  0.72609442
  0.40516412  0.81099033  1.25827801  1.11520886  0.9693327   1.05808985
  0.60203022  0.727633    1.08635187  0.90750825  0.73175657  0.36112431
  1.09182489  0.54405469  0.85206687  1.15251374  0.55340338  0.30584091
  0.69237423  0.94824445  0.69359791  0.76631939  1.13851011  1.19344389
  0.63940442  0.50347173  1.19969058  0.92062092  1.27209091  0.57331991
  0.98679262  0.82260138  1.16456223  0.92815435  0.73190361  0.52534753
  1.01883423  1.12580884  0.30958828  1.17326319  1.13257349  1.45246136
  0.48811936  0.78193843  0.60299528  0.42976916  1.05404353  0.54664987
  0.81768632  0.62080193  0.27960443  0.82392156  0.86900055  1.30452859
  1.19769216  0.99984086  0.97609854  0.93748647  1.02719855  0.47883463
  1.3219521   0.80674309  0.84935945  0.18587449  0.28461388  0.32500136
  1.07833743  0.85419166  0.15819782  0.575014    1.30488706  1.24663103
  0.98838961  1.39259052  0.71351951  0.9653405   1.09172118  0.71467394
  0.03660005  0.17326984  0.51838064  0.75471675  1.25191879  0.63767916
  0.3302924   0.90718794  0.96818703  0.76222932  0.09610835  0.97405875
  1.19875562  1.04953754  1.19900846  1.01044786  1.05499315  1.21327758
  1.043208    0.91851842  0.53494805  1.2857554   1.00079381  0.52689356
  0.9560163   0.50540847  0.7053203   0.85267794  0.81987399  1.03645837
  1.06627178  0.37282693  0.92377841  0.67546201  1.03638971  0.90026265
  1.20229435  1.05324185  0.96811044  0.85562307  1.3727566   0.1846325
  0.77207196  0.3383283   1.3076061   0.18402679  1.12642705  1.2029928
  0.79455644  0.63639444  0.5714556   0.81026483  0.26499993  0.66190708
  1.39773679  1.04492831  0.77344698  1.02339768  0.89468455  0.97375673
  0.95869362  1.29895854  0.85676682  0.19534078  0.61540878  1.12200713
  1.09943783  0.89146799  0.88623011  0.98249495  0.77129829  0.82082224
  0.98739874  1.24840176  0.06867037  1.12512493  0.32200056  1.12851644
  0.5394873   0.95037925  0.95536125  0.81688178  0.75301611  1.13124478
  1.11660111  1.25740635  0.69897103  0.70769721  1.14763153  1.06196189
  1.09289312  1.43853188  1.03567421  0.57999802  0.30104542  0.62035072
  0.80985457  0.94802511  0.68023348  0.95088208  1.3347187   1.38583446
  0.80944353  0.16265388  0.90069568  0.97046608  0.83569777  1.24185205
  0.66140372  1.22264647  0.72254801  0.44394565  0.50206214  1.02937257
  0.5524689   0.72010636  1.11617422  1.14946258  0.4497281   1.10367036
  1.01381695  1.14537859  1.27817988  0.68830037  0.9267717   0.66721696
  1.35856748  1.14686668  0.46660253  0.49990836  0.87677449  0.81074089
  1.1500591   1.20245564  1.18368983  1.16322827  0.69279301  1.11057687
  0.36130095  1.20371413  1.07000995  0.10353892  0.34280068  0.94306791
  0.33778623  0.51176822  0.99328578  0.51745629  0.78038722  0.52687258
  1.4165448   0.40674537  1.10187125  0.49931407  0.41933084  1.17055845
  0.92539883  0.78792948  0.86737818  0.23431179  0.59532303  0.91358048
  1.06678498  1.24832761  1.02523339  1.51086426  1.02109098  1.25063837
  0.69674432  0.97987825  0.88457     0.75182295  0.97187698  1.17252481
  1.09794581  1.06831563  1.10071075  0.96241331  0.8115164   1.27407277
  0.72696745  0.78700089  0.98272234  0.81807679  1.03572083  1.27970862
  1.22353292  1.0249294   1.21616912  1.21972406  1.00349855  1.43300366
  0.79540008  1.32149494  1.02585828  1.31073642  0.32273459  1.13169742
  0.98569524  0.96841639  0.83150434  0.80225724  0.61865556  1.0082252
  1.14276576  0.35380563  1.06242704  0.89565283  0.15502121  0.27995133
  0.74764699  0.67260569  1.26186705  0.34306321  1.12761235  0.9677701
  0.74591666  0.47434491  0.70894873  0.76610827  0.98664719  0.86632395
  1.06191671  1.14725435  0.63951671  0.89069402  1.06353235  0.85369301
  0.38681617  1.44374263  1.00073338  0.75672382  0.76809442  1.05999088
  1.15586591  0.83281797  0.77143997  1.06926775  0.95725393  1.31624866
  0.83252156  0.79633594  0.93304175  0.9541744   1.38963687  0.28155088
  0.81541395  0.90448487  0.41705844  1.30620778  1.03974521  1.33829141
  0.47766665  0.46112454  0.71132648  1.34730399  0.16672465  0.52329504
  0.98759758  1.02059555  0.72896004  0.77230227  1.37439299  1.18771172
  0.87641114  1.01342201  1.15156198  1.0816102   1.08686566  0.89008385
  1.36051214  0.54631543  0.99896395  0.8753981   0.78185928  0.99138665
  0.83601284  0.84257907  1.058442    1.38434255  0.88174152  0.97034645
  0.70637053  1.36188984  1.04644227  0.02112561  1.17389274  0.94650763
  0.85168815]","[ 0.84652078  0.80738723  1.12832332 ...,  1.02763295  0.95880157
  0.27209237]","[ 0.84652078  0.80738723  0.97297198 ...,  1.02763295  0.95880157
  0.27209237]",0.15,Ensemble
